Taxon_Group,Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Trichoptera,Rhyacophila Rotunda Group,FALSE,formatting,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Rotunda Gr.,,,
Trichoptera,Rhyacophila rotunda Group,FALSE,formatting,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Rotunda Gr.,,,
Trichoptera,Rhyacophila sibirica,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila Sibirica Gr.,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila sibirica group,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila Sibirica Group,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila sibirica Group,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila sibirica group A,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila sibirica group B,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila sibirica group C,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,,,
Trichoptera,Rhyacophila tucula,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,
Trichoptera,Rhyacophila vaccua,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila vaefes,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Nevadensis Gr.,,,
Trichoptera,Rhyacophila vagrita,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vagrita Gr.,,,
Trichoptera,Rhyacophila Vagrita Gr.,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vagrita Gr.,,,
Trichoptera,Rhyacophila vagrita group,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vagrita Gr.,,,
Trichoptera,Rhyacophila Vagrita Group,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vagrita Gr.,,,
Trichoptera,Rhyacophila vagrita Group,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vagrita Gr.,,,
Trichoptera,Rhyacophila valuma,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Trichoptera,Rhyacophila vedra,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila verrula,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Verrula Gr.,,,
Trichoptera,Rhyacophila Verrula Gr.,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Verrula Gr.,,,
Trichoptera,Rhyacophila verrula group,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Verrula Gr.,,,
Trichoptera,Rhyacophila Verrula Group,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Verrula Gr.,,,
Trichoptera,Rhyacophila verrula Group,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Verrula Gr.,,,
Trichoptera,Rhyacophila vetina,FALSE,formatting,DNI,Rhyacophila vetina complex,Rhyacophila vetina complex,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,vetina subgroup,vetina complex,
Trichoptera,Rhyacophila vetina complex,FALSE,formatting,DNI,Rhyacophila vetina complex,Rhyacophila vetina complex,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,vetina subgroup,vetina complex,
Trichoptera,Rhyacophila viquaea,FALSE,formatting,DNI,Rhyacophila Viquaea Group,Rhyacophila Viquaea Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Viquaea Gr.,,,
Trichoptera,Rhyacophila viquaea group,FALSE,formatting,DNI,Rhyacophila Viquaea Group,Rhyacophila Viquaea Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Viquaea Gr.,,,
Trichoptera,Rhyacophila Viquaea Group,FALSE,formatting,DNI,Rhyacophila Viquaea Group,Rhyacophila Viquaea Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Viquaea Gr.,,,
Trichoptera,Rhyacophila visor group,FALSE,formatting,DNI,Rhyacophila Visor Group,Rhyacophila Visor Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Visor Gr.,,,
Trichoptera,Rhyacophila Visor Group,FALSE,formatting,DNI,Rhyacophila Visor Group,Rhyacophila Visor Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Visor Gr.,,,
Trichoptera,Rhyacophila visor Group,FALSE,formatting,DNI,Rhyacophila Visor Group,Rhyacophila Visor Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Visor Gr.,,,
Trichoptera,Rhyacophila vofixa,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,
Trichoptera,Rhyacophila Vofixa Gr.,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,
Trichoptera,Rhyacophila vofixa group,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,
Trichoptera,Rhyacophila Vofixa Group,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,
Trichoptera,Rhyacophila vofixa Group,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,
Trichoptera,Rhyacophila vuzana,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,
Trichoptera,Rhyacophilidae,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI,115097,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,,,
Oligochaeta,Rhynchelmis,FALSE,,Lumbriculidae,Rhynchelmis,Oligochaeta,Lumbriculidae,68463,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Rhynchelmis,,,,,
Other Non-Insect,Rhynchobdellida,FALSE,Too Coarse,Hirudinida,Rhynchobdellida,Rhynchobdellida,Hirudinida,,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,,,,,,,,,,
Plecoptera,Rickera,FALSE,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Kogotus/Rickera,,,,,
Plecoptera,Rickera sorpta,FALSE,Slashed taxon,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,Kogotus/Rickera,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Kogotus/Rickera,,,,,
Other Non-Insect,Rissooidea,FALSE,Old nomen,Truncatelloidea,Truncatelloidea,Truncatelloidea,Truncatelloidea,,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,,,,,,,,,,
Chironomidae,Robackia,FALSE,,DNI,Robackia,Robackia,DNI,129730,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Robackia,,,,,
Chironomidae,Robackia demeijerei,FALSE,,DNI,Robackia,Robackia,DNI,129730,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Robackia,,,,,
Diptera,Roederiodes,FALSE,,Roederiodes,Roederiodes,Roederiodes,DNI,135893,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Roederiodes,,,,,
Other Non-Insect,Sabellidae,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI,,Animalia,Annelida,,Polychaeta,,,,,,,,,,,,,,
Chironomidae,Saetheria,FALSE,,DNI,Saetheria,Saetheria,DNI,129735,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Saetheria,,,,,
Heteroptera,Saldula,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,104140,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Saldidae,Saldinae,,,Saldula,,,,,
Fish,Salmonidae,TRUE,Fish,DNI,DNI,DNI,DNI,161931,Animalia,Chordata,Vertebrata,Actinopterygii,Neopterygii,Salmoniformes,,,Salmonidae,,,,,,,,,
Plecoptera,Salmoperla sylvanica,FALSE,,DNI,Salmoperla sylvanica,Salmoperla sylvanica,DNI,103192,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Salmoperla,,,,,sylvanica
Coleoptera,Sanfilippodytes,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Sanfilippodytes,Sanfilippodytes,Hydroporinae,728253,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Sanfilippodytes,,,,,
Terrestrial,Sarcophagidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,151815,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sarcophagidae,,,,,,,,,
Other Non-Insect,Sarcoptiformes,FALSE,,DNI,Acari,Acari,DNI,733321,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,,,,,,,,,,,,,
Terrestrial,Scathophagidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,678096,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Scathophagidae,,,,,,,,,
Terrestrial,Sciaridae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,122702,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Sciaridae,,,,,,,,,
Diptera,Sciomyzidae,FALSE,,DNI,Sciomyzidae,Sciomyzidae,DNI,144653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sciomyzidae,,,,,,,,,
Coleoptera,Scirtes,FALSE,,DNI,Scirtidae,Scirtidae,DNI,113924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Scirtidae,,,,,,,,,
Coleoptera,Scirtidae,FALSE,,DNI,Scirtidae,Scirtidae,DNI,113924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Scirtidae,,,,,,,,,
Diptera,Sepedon,FALSE,,DNI,Sciomyzidae,Sciomyzidae,DNI,144653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sciomyzidae,,,,,,,,,
Chironomidae,Sergentia,FALSE,,DNI,Sergentia,Sergentia,DNI,129739,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Sergentia,,,,,
Ephemeroptera,Serratella,FALSE,,DNI,Ephemerellidae,Ephemerellidae,DNI,101232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,,,,,,
Ephemeroptera,Serratella levis,FALSE,,DNI,Serratella levis,Serratella levis,DNI,568638,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Serratella,,,,,levis
Ephemeroptera,Serratella micheneri,FALSE,,DNI,Serratella micheneri,Serratella micheneri,DNI,568639,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Serratella,,,,,micheneri
Ephemeroptera,Serratella teresa,FALSE,Single species in Genus,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa,776924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Matriella,,,,,
Ephemeroptera,Serratella tibialis,FALSE,S. tibialis was placed in Ephemerella (2008),Ephemerella tibialis,Ephemerella tibialis,Ephemerella tibialis,Ephemerella,101401,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Vittapallia,,,,tibialis
Plecoptera,Setvena,FALSE,,Setvena,Setvena,Setvena,DNI,103193,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Setvena,,,,,
Plecoptera,Setvena bradleyi,FALSE,,Setvena,Setvena,Setvena,DNI,103193,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Setvena,,,,,
Plecoptera,Setvena tibialis,TRUE,????  BAD ID?????,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Setvena,,,,,
Megaloptera,Sialis,FALSE,,Sialis,Sialis,Sialis,Sialis,115002,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Sialidae,,,,Sialis,,,,,
Megaloptera,Sialis californica,FALSE,,Sialis,Sialis,Sialis,Sialis,115002,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Sialidae,,,,Sialis,,,,,
Megaloptera,Sialis occidens,FALSE,,Sialis,Sialis,Sialis,Sialis,115002,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Sialidae,,,,Sialis,,,,,
Megaloptera,Sialis rotunda,FALSE,,Sialis,Sialis,Sialis,Sialis,115002,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Sialidae,,,,Sialis,,,,,
Other Non-Insect,Sida,TRUE,Cladocera excluded,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Crustacea,Branchiopoda,,Diplostraca,,,Sididae,,,,,,,,,
Plecoptera,Sierraperla,FALSE,single species in Genus,DNI,Sierraperla,Sierraperla,DNI,102514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,Peltoperlinae,,,Sierraperla,,,,,
Plecoptera,Sierraperla cora,FALSE,single species in Genus,DNI,Sierraperla,Sierraperla,DNI,102514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,Peltoperlinae,,,Sierraperla,,,,,
Heteroptera,Sigara,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Diptera,Silvius,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,
Terrestrial,Simnia,TRUE,Marine,DNI,DNI,DNI,DNI,,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,,,,,,,,,,
Other Non-Insect,Simocephalus vetulus,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Crustacea,Branchiopoda,,Diplostraca,,,Daphniidae,,,,,,,,,
Diptera,Simuliidae,FALSE,,DNI,Simuliidae,Simuliidae,DNI,126640,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,
Diptera,Simuliidae-pupae,FALSE,,DNI,Simuliidae,Simuliidae,DNI,126640,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,
Diptera,Simuliini,FALSE,,DNI,Simuliidae,Simuliidae,DNI,126640,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,
Diptera,Simulium,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium (Eusimulium),FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium (Nevermannia),FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium arcticum,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium arcticum complex,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium arcticum group,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium argus,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium bivittatum group,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium canadense,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium carbunculum,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium defoliarti,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium Malyschevi Group,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium piperi,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium pugetense,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium saxosum,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium tuberosum complex,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium tuberosum group,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium venustum,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium Venustum Group,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium virgatum,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium vittatum complex,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
Diptera,Simulium vittatum group,FALSE,,Simulium,Simulium,Simulium,Simulium,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,
