Taxon_orig,Rationale,OTU_MetricCalc,OTU_BCG_ORWA,OTU_BCG_ORWA_worms
Orthocladius complex,,Cricotopus/Orthocladius,Cricotopus/Orthocladius,Cricotopus/Orthocladius
Orthocladius Complex,FORMATTING,Cricotopus/Orthocladius,Cricotopus/Orthocladius,Cricotopus/Orthocladius
Orthocladius consobrinus,,Orthocladius,Orthocladius,Orthocladius
Orthocladius Eudactylocladius,,Orthocladius,Orthocladius,Orthocladius
Orthocladius Euorthocladius,,Orthocladius,Orthocladius,Orthocladius
Orthocladius lignicola,,Orthocladius,Orthocladius,Orthocladius
Orthocladius Pogonocladius,,Orthocladius,Orthocladius,Orthocladius
Orthotrichia,,Orthotrichia,Orthotrichia,Orthotrichia
Osobenus,Single Species in Genus,Osobenus yakimae,Osobenus yakimae,Osobenus yakimae
Osobenus ,Trailing space after genus Name,Osobenus yakimae,Osobenus yakimae,Osobenus yakimae
Osobenus yakimae,Single Species in Genus,Osobenus yakimae,Osobenus yakimae,Osobenus yakimae
Ostracoda,,Ostracoda,Ostracoda,Ostracoda
Ostrocerca,,Ostrocerca,Ostrocerca,Ostrocerca
Oxidae,Smit 2020 Oxus now the only genus in family in North America,Oxus,Oxus,Oxus
Oxus,,Oxus,Oxus,Oxus
Oxycera,,Oxycera,Oxycera,Oxycera
Oxyethira,,Oxyethira,Oxyethira,Oxyethira
Pachydiplax,"not known in OR, WA",Libellulidae,Libellulidae,Libellulidae
Pachydiplax longipennis,"not known in OR, WA",Libellulidae,Libellulidae,Libellulidae
Pachyprosopis (Parapachyprosopis),Excluded,DNI,DNI,DNI
Pacifastacus,,Pacifastacus,Pacifastacus,Pacifastacus
Pacifastacus connectens,,Pacifastacus,Pacifastacus,Pacifastacus
Pacifastacus leniusculus,,Pacifastacus,Pacifastacus,Pacifastacus
Pacifastacus leniusculus leniusculus,,Pacifastacus,Pacifastacus,Pacifastacus
Pagastia,,Pagastia,Pagastia,Pagastia
Pagastiella,,Pagastiella,Pagastiella,Pagastiella
Pagurus aleuticus,marine,DNI,DNI,DNI
Paha,Terrestrial,DNI,DNI,DNI
Palaeagapetus,single Species in region,Palaeagapetus nearcticus,Palaeagapetus nearcticus,Palaeagapetus nearcticus
Palaeagapetus nearcticus,single Species in region,Palaeagapetus nearcticus,Palaeagapetus nearcticus,Palaeagapetus nearcticus
Palaemon,Palaemonidae excluded,DNI,DNI,DNI
Palaemon modestus,Palaemonidae excluded,DNI,DNI,DNI
Palaemonetes,Palaemonidae excluded; Palaemonetes jr. syn of Palaemon,DNI,DNI,DNI
Palaemonidae,Palaemonidae excluded; likely Palaemon,DNI,DNI,DNI
Palaeoheterodonta,TOO COARSE,DNI,DNI,DNI
Palmacorixa,"NonTarget - Hemiptera, water column or surface dwellers",Palmacorixa,Palmacorixa,Palmacorixa
Palpomyiini,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Panisopsis,,Panisopsis,Panisopsis,Panisopsis
Panisus,,Panisus,Panisus,Panisus
Pantala,,Pantala,Pantala,Pantala
Paraboreochlus,,Paraboreochlus,Paraboreochlus,Paraboreochlus
Paracapnia,,Capniidae,Capniidae,Capniidae
Parachaetocladius,,Parachaetocladius,Parachaetocladius,Parachaetocladius
Parachironomus,,Parachironomus,Parachironomus,Parachironomus
Paracladius,,Paracladius,Paracladius,Paracladius
Paracladopelma,,Paracladopelma,Paracladopelma,Paracladopelma
Paracloeodes,,Paracloeodes,Paracloeodes,Paracloeodes
Paracloeodes minutus,,Paracloeodes,Paracloeodes,Paracloeodes
Paracricotopus,,Paracricotopus,Paracricotopus,Paracricotopus
Paracymus,,Paracymus,Paracymus,Paracymus
Paradelphomyia,,Paradelphomyia,Paradelphomyia,Paradelphomyia
Parakiefferiella,,Parakiefferiella,Parakiefferiella,Parakiefferiella
Paralauterborniella,"Single species in Genus, historic spelling issues",Paralauterborniella,Paralauterborniella,Paralauterborniella
Paralauterborniella nigrohalterale,"Single species in Genus, historic spelling issues",Paralauterborniella,Paralauterborniella,Paralauterborniella
Paralauterborniella nigrohalteralis,"Single species in Genus, historic spelling issues",Paralauterborniella,Paralauterborniella,Paralauterborniella
Paralauterborniella nigrohaltere,"Single species in Genus, historic spelling issues",Paralauterborniella,Paralauterborniella,Paralauterborniella
Paraleptonia,Terrestrial,DNI,DNI,DNI
Paraleptophlebia,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia bicornuta,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia Bicornuta Gr.,Formatting (Gr.),Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia bicornuta group,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia Bicornuta Group,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia bicornuta Group,Formatting,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia clara,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia debilis,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia gregalis,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia heteronea,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia memorialis,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia temporalis,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia vaciva,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia with tusks,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleuctra,,Leuctridae,Leuctridae,Leuctridae
Paraleuctra occidentalis,,Leuctridae,Leuctridae,Leuctridae
Paralimnophyes,,Paralimnophyes,Paralimnophyes,Paralimnophyes
Parameletus,"not known from OR, WA, known from ID, MT",Siphlonuridae,Siphlonuridae,Siphlonuridae
Paramerina,Current Nomenclature,Zavrelimyia,Zavrelimyia,Zavrelimyia
Paramerina/Zavrelimyia,Current Nomenclature,Zavrelimyia,Zavrelimyia,Zavrelimyia
Parametriocnemus,,Parametriocnemus,Parametriocnemus,Parametriocnemus
Paramideopsis,,Paramideopsis,Paramideopsis,Paramideopsis
Paramoera,marine,DNI,DNI,DNI
Paranais,,Paranais,Oligochaeta,Naidinae
Parapelopia,,Tanypodinae,Tanypodinae,Tanypodinae
Paraperla,,Paraperla,Paraperla,Paraperla
Paraperla frontalis,,Paraperla,Paraperla,Paraperla
Paraperlinae,,Paraperlinae,Paraperlinae,Paraperlinae
Paraphaenocladius,,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius
Paraphaenocladius new species,undescribed provisional taxon,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius
Paraplea,"NonTarget - Hemiptera, water column or surface dwellers",Paraplea,Paraplea,Paraplea
Paraponyx,Paraponyx[sic],Paraponyx,Paraponyx,Paraponyx
Parapoynx,Lot of these are terrestrial,DNI,DNI,DNI
Parapsyche,,Parapsyche,Parapsyche,Parapsyche
Parapsyche almota,,Parapsyche almota,Parapsyche almota,Parapsyche almota
Parapsyche elsis,,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis
Parapsyche elsis complex,,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis
Parapsyche extensa,,Parapsyche extensa,Parapsyche extensa,Parapsyche extensa
Parapsyche spinata,,Parapsyche spinata,Parapsyche spinata,Parapsyche spinata
Parapsyche turbinata,,Parapsyche turbinata,Parapsyche turbinata,Parapsyche turbinata
Parasimulium,,Parasimulium,Parasimulium,Parasimulium
Parasmittia,,Parasmittia,Parasmittia,Parasmittia
Paratanytarsus,,Paratanytarsus,Paratanytarsus,Paratanytarsus
Paratendipes,,Paratendipes,Paratendipes,Paratendipes
Parathyas,,Parathyas,Parathyas,Parathyas
Paratrichocladius,nomenclature,Cricotopus/Orthocladius,Cricotopus/Orthocladius,Cricotopus/Orthocladius
Paratrissocladius,,Paratrissocladius,Paratrissocladius,Paratrissocladius
Parochlus,,Parochlus,Parochlus,Parochlus
Parorthocladius,,Parorthocladius,Parorthocladius,Parorthocladius
Parthina,,Parthina,Parthina,Parthina
Parthina linea,,Parthina,Parthina,Parthina
Partnunia,,Partnunia,Partnunia,Partnunia
Paucicalcaria,,Hydroptilidae,Hydroptilidae,Hydroptilidae
Pedicia,,Pedicia,Pedicia,Pedicia
Pedicia/Tricyphona,,Pediciidae,Pediciidae,Pediciidae
Pedicidiidae,spelling error,Pediciidae,Pediciidae,Pediciidae
Pediciidae,,Pediciidae,Pediciidae,Pediciidae
Pedomoecus,Single Species in Genus,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra
Pedomoecus sierra,Single Species in Genus,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra
Pelecorhynchidae,,Glutops,Glutops,Glutops
Peltodytes,,Peltodytes,Peltodytes,Peltodytes
Peltodytes callosus,,Peltodytes,Peltodytes,Peltodytes
Peltoperla,eastern taxon,Peltoperlidae,Peltoperlidae,Peltoperlidae
Peltoperlidae,,Peltoperlidae,Peltoperlidae,Peltoperlidae
Pentacora,"Swimmers, divers, water surface, and shore dwelling hemipterans incidentally collected in BMI biomonitoring samples. Inclusion in BMI data sets by labs and data consumers is variable.",Pentacora,Pentacora,Pentacora
Pentaneura,,Pentaneura,Pentaneura,Pentaneura
Pentaneuriini,,Pentaneurini,Pentaneurini,Pentaneurini
Pentaneurini,,Pentaneurini,Pentaneurini,Pentaneurini
Pericoma,FORMATTING,Pericomaini,Pericomaini,Pericomaini
Pericoma / Telmatoscopus,FORMATTING,Pericomaini,Pericomaini,Pericomaini
Pericoma/Telmatoscopus,FORMATTING,Pericomaini,Pericomaini,Pericomaini
Pericoma/Telmatoscopus Group,FORMATTING,Pericomaini,Pericomaini,Pericomaini
Pericomaini,FORMATTING,Pericomaini,Pericomaini,Pericomaini
Perithemis,,Libellulidae,Libellulidae,Libellulidae
Perlesta,eastern taxon not known in region,Perlidae,Perlidae,Perlidae
Perlidae,,Perlidae,Perlidae,Perlidae
Perlidae/Perlodidae Group,,Plecoptera,Plecoptera,Plecoptera
Perlinodes,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,Perlinodes aureus
Perlinodes aurea,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,Perlinodes aureus
Perlinodes aureus,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,Perlinodes aureus
Perlodidae,,Perlodidae,Perlodidae,Perlodidae
Perlodinae,,Perlodidae,Perlodidae,Perlodidae
Perlomyia,,Perlomyia,Perlomyia,Perlomyia
Pero,Terrestrial?,DNI,DNI,DNI
Petromyzontidae,FISH,DNI,DNI,DNI
Petrophila,,Petrophila,Petrophila,Petrophila
Phaenopsectra,,Phaenopsectra,Phaenopsectra,Phaenopsectra
Phaenopsectra Odediens Gorup,current STE,Phaenopsectra Obediens Group,Phaenopsectra Obediens Group,Phaenopsectra Obediens Group
Phaenopsectra Punctipes Group,,Phaenopsectra,Phaenopsectra,Phaenopsectra
Phaenopsectra punctipes group,,Phaenopsectra,Phaenopsectra,Phaenopsectra
Phaenopsectra/Tribelos,,Chironominae,Chironominae,Chironominae
Phalacrocera,,Phalacrocera,Phalacrocera,Phalacrocera
Phanogomphus,,Gomphidae,Gomphidae,Gomphidae
Phanogomphus kurilis,,Gomphidae,Gomphidae,Gomphidae
Philarctus bergrothi,Philarctus quaeris is a synonym of P. bergrothi,Philarctus bergrothi,Philarctus bergrothi,Philarctus bergrothi
Philocasca,,Philocasca,Philocasca,Philocasca
Philopotamidae,,Philopotamidae,Philopotamidae,Philopotamidae
Philopotamoidea,TOO COARSE,Philopotamoidea,Trichoptera,Trichoptera
Philorus,,Blephariceridae,Blephariceridae,Blephariceridae
Phoridae,Terrestrial,DNI,DNI,DNI
Phryganea,Phryganea cinerea and Phryganea sayi may be in the PNW,Phryganea,Phryganea,Phryganea
Phryganeidae,,Phryganeidae,Phryganeidae,Phryganeidae
Phyllodromia,,Empididae,Empididae,Empididae
Physa,,Physa/Physella,Physa/Physella,Physa/Physella
Physa/Physella,,Physa/Physella,Physa/Physella,Physa/Physella
Physella,,Physa/Physella,Physa/Physella,Physa/Physella
Physidae,,Physa/Physella,Physa/Physella,Physa/Physella
Pictetiella,"not known from OR, WA, known from ID, MT",Perlidae,Perlidae,Perlidae
Pictetiella expansa,"not known from OR, WA, known from ID, MT",Perlidae,Perlidae,Perlidae
Piguetiella,,Piguetiella,Oligochaeta,Oligochaeta
Pilaria,,Pilaria,Pilaria,Pilaria
Piona,,Piona,Piona,Piona
Pionacercus,,Pionacercus,Pionacercus,Pionacercus
Pionidae,,Pionidae,Pionidae,Pionidae
Pionopsis,,Pionidae,Pionidae,Pionidae
Piscicola,,Piscicolidae,Piscicolidae,Piscicolidae
Piscicola milneri,,Piscicolidae,Piscicolidae,Piscicolidae
Piscicola salmositica,,Cystobranchus,Cystobranchus,Cystobranchus
Piscicolidae,,Piscicolidae,Piscicolidae,Piscicolidae
Pisidae,,Sphaeriidae,Sphaeriidae,Sphaeriidae
Pisidiidae,,Sphaeriidae,Sphaeriidae,Sphaeriidae
Pisidium,,Pisidium,Pisidium,Pisidium
Placobdella,,Glossiphoniidae,Glossiphoniidae,Glossiphoniidae
Placobdella ornata,,Glossiphoniidae,Glossiphoniidae,Glossiphoniidae
Planaria,,Platyhelminthes,Platyhelminthes,Platyhelminthes
Planariidae,,Platyhelminthes,Platyhelminthes,Platyhelminthes
Planorbella,,Planorbella,Planorbella,Planorbella
Planorbella trivolvis,,Planorbella,Planorbella,Planorbella
Planorbidae,,Planorbidae,Planorbidae,Planorbidae
Planorbula,,Planorbidae,Planorbidae,Planorbidae
Platambus,,Agabinae,Agabinae,Agabinae
Plathemis,,Agabinae,Agabinae,Agabinae
Plathemis lydia,,Agabinae,Agabinae,Agabinae
Platycentropus,,Platycentropus,Platycentropus,Platycentropus
Platyhelminthes,,Platyhelminthes,Platyhelminthes,Platyhelminthes
Platyhydracarus,,Platyhydracarus,Platyhydracarus,Platyhydracarus
Platysmittia,,Platysmittia,Platysmittia,Platysmittia
Platysmittia bilyji,,Platysmittia,Platysmittia,Platysmittia
Platysmittia fimbriata,,Platysmittia,Platysmittia,Platysmittia
Platytipula,Subgenus of Tipula,Tipula,Tipula,Tipula
Plauditus,,Plauditus,Plauditus,Plauditus
Plauditus punctiventris,,Iswaeon,Iswaeon,Iswaeon
Plecoptera,,Plecoptera,Plecoptera,Plecoptera
Plectrocnemia,,Polycentropus sensu lato,Polycentropus sensu lato,Polycentropus sensu lato
Pleuroceridae,,Juga,Juga,Juga
Plumiperla,,Chloroperlidae,Chloroperlidae,Chloroperlidae
Plumiperla diversa,,Chloroperlidae,Chloroperlidae,Chloroperlidae
Podmosta,,Podmosta,Podmosta,Podmosta
Podocopida,,Ostracoda,Ostracoda,Ostracoda
Podonominae,,Podonominae,Podonominae,Podonominae
Poduridae,Collembola excluded,DNI,DNI,DNI
Polia,Terrestrial,DNI,DNI,DNI
Polyara,Terrestrial,DNI,DNI,DNI
Polycelis,,Polycelis,Polycelis,Polycelis
Polycelis coronata,,Polycelis,Polycelis,Polycelis
Polycentropodidae,,Polycentropodidae,Polycentropodidae,Polycentropodidae
Polycentropodinae,,Polycentropodidae,Polycentropodidae,Polycentropodidae
Polycentropus,,Polycentropus sensu lato,Polycentropus sensu lato,Polycentropus sensu lato
Polycentropus (sensu lato),"Polycentropus is a huge genus with world-wide distribution. Chamorro and Holzenthal (2011) proposed assigning North American species of Polycentropus to the old world genera of Polycentropus, Holocentropus, and Plectrocnemia based on an analysis of adult",Polycentropus sensu lato,Polycentropus sensu lato,Polycentropus sensu lato
Polycentropus sensu lato,,Polycentropus sensu lato,Polycentropus sensu lato,Polycentropus sensu lato
Polychaeta,Polychaeta excluded,DNI,DNI,DNI
Polymitarcyidae,not known from region more eastern,Polymitarcyidae,Polymitarcyidae,Polymitarcyidae
Polypedilum,,Polypedilum,Polypedilum,Polypedilum
Polypedilum aviceps,,Polypedilum,Polypedilum,Polypedilum
Polypedilum Pentapedilum,,Polypedilum,Polypedilum,Polypedilum
Polypedilum Scalaenum Group,,Polypedilum,Polypedilum,Polypedilum
Polypedilum scalaenum Group,,Polypedilum,Polypedilum,Polypedilum
Polypedilum Tripodura Gr.,,Polypedilum,Polypedilum,Polypedilum
Polypedilum tritum,,Polypedilum,Polypedilum,Polypedilum
Pomacea,,Pomacea,Pomacea,Pomacea
Pomatiopsidae,TOO COARSE,Gastropoda,Gastropoda,Gastropoda
Pomoleuctra,,Leuctridae,Leuctridae,Leuctridae
Porifera,Sponges excluded,DNI,DNI,DNI
Postelichus,,Postelichus,Postelichus,Postelichus
Potamanthidae,,Potamanthidae,Potamanthidae,Potamanthidae
Potamocorbula amurensis,,Potamocorbula amurensis,Potamocorbula amurensis,Potamocorbula amurensis
Potamopyrgus antipodarum,Single Species- non-native,Potamopyrgus antipodarum,Potamopyrgus antipodarum,Potamopyrgus antipodarum
Potamothrix,,Potamothrix,Oligochaeta,Tubificinae
Potamyia flava,,Potamyia flava,Potamyia flava,Potamyia flava
Potthastia,,Potthastia,Potthastia,Potthastia
Potthastia Gaedii Gr.,formatting,Potthastia Gaedii Group,Potthastia Gaedii Group,Potthastia Gaedii Group
Potthastia gaedii group,formatting,Potthastia Gaedii Group,Potthastia Gaedii Group,Potthastia Gaedii Group
Potthastia Gaedii Group,formatting,Potthastia Gaedii Group,Potthastia Gaedii Group,Potthastia Gaedii Group
Potthastia gaedii Group,formatting,Potthastia Gaedii Group,Potthastia Gaedii Group,Potthastia Gaedii Group
Potthastia Longimana Group,spelling and formatting,Potthastia Longimanus Group,Potthastia Longimanus Group,Potthastia Longimanus Group
Potthastia longimana group,spelling and formatting,Potthastia Longimanus Group,Potthastia Longimanus Group,Potthastia Longimanus Group
Potthastia longimana Group,spelling and formatting,Potthastia Longimanus Group,Potthastia Longimanus Group,Potthastia Longimanus Group
Potthastia Longimanus Gr.,spelling and formatting,Potthastia Longimanus Group,Potthastia Longimanus Group,Potthastia Longimanus Group
Potthastia longimanus group,spelling and formatting,Potthastia Longimanus Group,Potthastia Longimanus Group,Potthastia Longimanus Group
Potthastia Longimanus Group,spelling and formatting,Potthastia Longimanus Group,Potthastia Longimanus Group,Potthastia Longimanus Group
Prionocera,rareish Tipulid s.s. ponds and lake margins,Prionocera,Prionocera,Prionocera
Pristina,,Pristina,Oligochaeta,Oligochaeta
Pristina aequiseta,,Pristina,Oligochaeta,Oligochaeta
Pristina jenkinae,,Pristina,Oligochaeta,Oligochaeta
Pristinicola,Single Species in NA,Pristinicola hemphilli,Pristinicola hemphilli,Pristinicola hemphilli
Pristinicola hemphilli,Single Species in NA,Pristinicola hemphilli,Pristinicola hemphilli,Pristinicola hemphilli
Probezzia,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Procambarus,,Procambarus,Procambarus,Procambarus
Procerastea nematodes,Polychaeta excluded,DNI,DNI,DNI
Procladius,,Procladius,Procladius,Procladius
Proclinopyga,,Proclinopyga,Proclinopyga,Proclinopyga
Procloeon,,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Prodiamesa,,Prodiamesa,Prodiamesa,Prodiamesa
Prodiamesinae,,Prodiamesinae,Prodiamesinae,Prodiamesinae
Progomphus,,Progomphus,Progomphus,Progomphus
Promenetus,,Planorbidae,Planorbidae,Planorbidae
Promenetus exacuous,,Promenetus exacuous,Promenetus exacuous,Promenetus exacuous
Promenetus umbilacatellus,,Promenetus umbilacatellus,Promenetus umbilacatellus,Promenetus umbilacatellus
Promenetus umbilicatellus,,Planorbidae,Planorbidae,Planorbidae
Promoresia,"Dubious ID, known from Eastern half of country",DNI,DNI,DNI
Pronoterus,not known from region more eastern,Noteridae,Noteridae,Noteridae
Propsilocerus,,Propsilocerus,Propsilocerus,Propsilocerus
Prosimuliini,,Simuliidae,Simuliidae,Simuliidae
Prosimulium,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Prosimulium impostor,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Prosimulium/Helodon,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Prosobranchia,TOO COARSE,Gastropoda,Gastropoda,Gastropoda
Prostoia,,Prostoia,Prostoia,Prostoia
Prostoia besametsa,,Prostoia,Prostoia,Prostoia
Prostoma,,Prostoma,Prostoma,Prostoma
Protanyderus,,Tanyderidae,Tanyderidae,Tanyderidae
Protanypus,,Protanypus,Protanypus,Protanypus
Protochauliodes,,Protochauliodes,Protochauliodes,Protochauliodes
Protochauliodes spenceri,,Protochauliodes,Protochauliodes,Protochauliodes
Protolimnesia,,Protolimnesia,Protolimnesia,Protolimnesia
Protoptila,,Protoptila,Protoptila,Protoptila
Protoptila erotica,,Protoptila,Protoptila,Protoptila
Protoptilinae,,Glossosomatidae,Glossosomatidae,Glossosomatidae
Protzia,,Protzia,Protzia,Protzia
Protzia exima,,Protzia,Protzia,Protzia
Protziidae,,Hydryphantidae,Hydryphantidae,Hydryphantidae
Psammoryctides,,Psammoryctides,Oligochaeta,Oligochaeta
Psectrocladius,,Psectrocladius,Psectrocladius,Psectrocladius
Psectrocladius Allopsectrocladius,,Psectrocladius,Psectrocladius,Psectrocladius
