Taxon orig,OTU_BCG_NortheastLakes_v1,modified_BCG,Slash,Questionable,Notes
Frustulia sp. 1 NE Lakes,Frustulia sp. 1 NE Lakes,no,,,
Frustulia sp. 1 VTEC Lakes,Frustulia sp. 1 VTEC Lakes,no,,,
Frustulia sp. 2 NAWQA EAM,Frustulia sp. 2 NAWQA EAM,no,,,
Frustulia sp. 2 NE Lakes,Frustulia sp. 2 NE Lakes,no,,,
Frustulia vulgaris,Frustulia vulgaris,no,,,
Frustulia weinholdii,Frustulia weinholdii,no,,,
Geissleria sp. 1 ?,Geissleria,yes,,,
Geissleria,Geissleria,no,,,
Navicula acceptata,Geissleria acceptata,yes,,,
Geissleria acceptata (Hustedt) Lange-Bertalot et Metzeltin,Geissleria acceptata,yes,,,
Geissleria acceptata,Geissleria acceptata,no,,,
Navicula decussis,Geissleria decussis,yes,,,
Geissleria decussis (Østrup) Lange-Bertalot et Metzeltin,Geissleria decussis,yes,,,
Geissleria decussis,Geissleria decussis,no,,,
Geissleria ignota,Geissleria ignota,no,,,
Geissleria kriegeri (Krasske) Lange-Bertalot,Geissleria kriegeri,yes,,,
Geissleria kriegeri,Geissleria kriegeri,no,,,
Geissleria lateropunctata,Geissleria lateropunctata,no,,,
Geissleria paludosa,Geissleria paludosa,no,,,
Geissleria aikenensis,Geissleria punctifera,yes,,,updated per Paul Garrison (9/2026); AlgaeBase calls it Navigeia aikenensis
Geissleria schoenfeldii,Geissleria schoenfeldii,no,,,
Geissleria similis,Geissleria similis,no,,,
Geissleria sp. 1 NE Lakes,Geissleria sp. 1 NE Lakes,no,,,
Geissleria sp. 2 NE Lakes,Geissleria sp. 2 NE Lakes,no,,,
Geissleria sp. 3 NE Lakes,Geissleria sp. 3 NE Lakes,no,,,
Genkalia digitulus,Genkalia digitulus,no,,,
Genkalia sp. 1 NE Lakes,Genkalia sp. 1 NE Lakes,no,,,
Planothidium calcar,Gliwiczia calcar,yes,,,
Gliwiczia calcar,Gliwiczia calcar,no,,,
Gogorevia exilis (Kütz.) Kulikovskiy and Kociolek,Gogorevia exilis,yes,,,
Gogorevia exilis,Gogorevia exilis,no,,,
Achnanthes exigua,Gogorevia exilis,yes,,,
Gogorevia heterovalva,Gogorevia heterovalva,no,,,
Achnanthes exigua var. heterovalva,Gogorevia heterovalva,yes,,,
Gogorevia rostellata,Gogorevia rostellata,no,,,
Achnanthes rostellata,Gogorevia rostellata,yes,,,
Gomphoneis,Gomphoneis,no,,,
Gomphonella sp. 1,Gomphonella,yes,,,
Gomphonella,Gomphonella,no,,,
Gomphonella hutchinsoniana (R.M.Patrick) Tuji,Gomphonella hutchinsoniana,yes,,,
Gomphonella hutchinsoniana,Gomphonella hutchinsoniana,no,,,
Gomphonema olivaceum,Gomphonella olivacea,yes,,,
Gomphonella olivacea (Hornemann) Rabenhorst,Gomphonella olivacea,yes,,,
Gomphonella olivacea,Gomphonella olivacea,no,,,
Gomphonema spp.,Gomphonema,yes,,,
Gomphonema sp. 5 ?,Gomphonema,yes,,,
Gomphonema sp. 4 ?,Gomphonema,yes,,,
Gomphonema sp. 3 ?,Gomphonema,yes,,,
Gomphonema sp. 2 MONTANA HAGAN,Gomphonema,yes,,,
Gomphonema sp. 2 ?,Gomphonema,yes,,,
Gomphonema sp. 1 ?,Gomphonema,yes,,,
Gomphonema sp.,Gomphonema,yes,,,
Gomphonema,Gomphonema,no,,,
Gomphonema acuminatum,Gomphonema acuminatum,no,,,
Gomphonema acutiusculum,Gomphonema acutiusculum,no,,,
Gomphonema affine,Gomphonema affine,no,,,
Gomphonema amoenum Lange-Bertalot,Gomphonema amoenum,yes,,,
Gomphonema amoenum,Gomphonema amoenum,no,,,
Gomphonema angustatum,Gomphonema angustatum,no,,,
Gomphonema angustatum var. citera,Gomphonema angustatum var. citera,no,,,
Gomphonema angustum,Gomphonema angustum,no,,,
Gomphonema anjae,Gomphonema anjae,no,,,
Gomphonema apiculatum,Gomphonema apiculatum,no,,,
Gomphonema apuncto,Gomphonema apuncto,no,,,
Gomphonema augur,Gomphonema augur,no,,,
Gomphonema auritum,Gomphonema auritum,no,,,
Gomphonema blandiculum,Gomphonema blandiculum,no,,,
Gomphonema bohemicum,Gomphonema bohemicum,no,,,
Gomphonema brebissonii Kützing,Gomphonema brebissonii,yes,,,
Gomphonema brebissonii,Gomphonema brebissonii,no,,,
Gomphonema calcifugum,Gomphonema calcifugum,no,,,
Gomphonema camburnii,Gomphonema camburnii,no,,,
Gomphonema sp. 2 ANS NEW JERSEY KCP,Gomphonema caperatum,yes,,,
Gomphonema caperatum Ponader et Potapova,Gomphonema caperatum,yes,,,
Gomphonema caperatum,Gomphonema caperatum,no,,,
Gomphonema capitatum,Gomphonema capitatum,no,,,
Gomphonema cf. clevei UMICH,Gomphonema cf. clevei UMICH,no,,,
Gomphonema cf. cumrhis,Gomphonema cf. cumrhis,no,,,
Gomphonema clavatulum,Gomphonema clavatulum,no,,,
Gomphonema clavatum Ehrenberg,Gomphonema clavatum,yes,,,
Gomphonema clavatum,Gomphonema clavatum,no,,,
Gomphonema clevei,Gomphonema clevei,no,,,
Gomphonema consector,Gomphonema consector,no,,,
Gomphonema cf. consector,Gomphonema consector,yes,,,
Gomphonema coronatum Ehrenberg,Gomphonema coronatum,yes,,,
Gomphonema coronatum,Gomphonema coronatum,no,,,
Gomphonema cumrhis,Gomphonema cumrhis,no,,,
Gomphonema dichotomum,Gomphonema dichotomum,no,,,
Gomphonema drutelingense,Gomphonema drutelingense,no,,,
Gomphonema elegantissimum,Gomphonema elegantissimum,no,,,
Gomphonema elongatum,Gomphonema elongatum,no,,,
Gomphonema exilissimum (Grunow) Lange-Bertalot et Reichardt,Gomphonema exilissimum,yes,,,
Gomphonema exilissimum,Gomphonema exilissimum,no,,,
Gomphonema gracile,Gomphonema gracile,no,,,
Gomphonema gracile var. lanceolata,Gomphonema gracile var. lanceolata,no,,,
Gomphonema graciledictum Reichardt,Gomphonema graciledictum,yes,,,
Gomphonema graciledictum,Gomphonema graciledictum,no,,,
Gomphonema gregarium,Gomphonema gregarium,no,,,
Gomphonema grunowii,Gomphonema grunowii,no,,,
Gomphonema hebridense,Gomphonema hebridense,no,,,
Gomphonema innocens,Gomphonema innocens,no,,,
Gomphonema insigne,Gomphonema insigne,no,,,
Gomphonema intricatum,Gomphonema intricatum,no,,,
Gomphonema italicum,Gomphonema italicum,no,,,
Gomphonema kobayasii,Gomphonema kobayasii,no,,,
Gomphonema lagenula,Gomphonema lagenula,no,,,
Gomphonema lateripunctatum,Gomphonema lateripunctatum,no,,,
Gomphonema longilineare,Gomphonema longilineare,no,,,
Gomphonema patricki,Gomphonema louisiananum,yes,,,
Gomphonema louisiananum Kalinsky,Gomphonema louisiananum,yes,,,
Gomphonema louisiananum,Gomphonema louisiananum,no,,,
Gomphonema mexicanum,Gomphonema mexicanum,no,,,
Gomphonema micropus Kützing,Gomphonema micropus,yes,,,
Gomphonema micropus,Gomphonema micropus,no,,,
Gomphonema minusculum,Gomphonema minusculum,no,,,
Gomphonema minutum (Agardh) Agardh,Gomphonema minutum,yes,,,
Gomphonema minutum,Gomphonema minutum,no,,,
Gomphonema naviculoides W. Smith,Gomphonema naviculoides,yes,,,
Gomphonema naviculoides,Gomphonema naviculoides,no,,,
Gomphonema novacula,Gomphonema novacula,no,,,
Gomphonema olivaceoides,Gomphonema olivaceoides,no,,,
Gomphonema olivaceoides var. hutchinsoniana,Gomphonema olivaceoides var. hutchinsoniana,no,,,
Gomphonema pala,Gomphonema pala,no,,,
Gomphonema parvulius,Gomphonema parvulius,no,,,
Gomphonema parvulum (Kützing) Kützing,Gomphonema parvulum,yes,,,
Gomphonema parvulum,Gomphonema parvulum,no,,,
Gomphonema parvulum fo. Saprophilum,Gomphonema parvulum f. saprophilum,yes,,,
Gomphonema parvulum f. saprophilum,Gomphonema parvulum f. saprophilum,no,,,
Gomphonema procerum,Gomphonema procerum,no,,,
Gomphonema productum,Gomphonema productum,no,,,
Gomphonema angustatum var. productum,Gomphonema productum,yes,,,
Gomphonema pseudoaugur,Gomphonema pseudoaugur,no,,,
Gomphonema pseudosphaerophorum,Gomphonema pseudosphaerophorum,no,,,
Gomphonema puiggarianum var. aequatorialis,Gomphonema puiggarianum var. aequatorialis,no,,,
Gomphonema pumilum,Gomphonema pumilum,no,,,
Gomphonema cf. pumilum,Gomphonema pumilum,yes,,,
Gomphonema pumilum var. elegans,Gomphonema pumilum var. elegans,no,,,
Gomphonema pumilum var. rigidum Reichardt et Lange-Bertalot,Gomphonema pumilum var. rigidum,yes,,,
Gomphonema pumilum var. rigidum,Gomphonema pumilum var. rigidum,no,,,
Gomphonema pusillum,Gomphonema pusillum,no,,,
Gomphonema pygmaeum,Gomphonema pygmaeum,no,,,
Gomphonema rhombicum,Gomphonema rhombicum,no,,,
Gomphonema sarcophagus Gregory,Gomphonema sarcophagus,yes,,,
Gomphonema sarcophagus,Gomphonema sarcophagus,no,,,
Gomphonema sierranum,Gomphonema sierranum,no,,,
Gomphonema sp. 1 NE Lakes,Gomphonema sp. 1 NE Lakes,no,,,
Gomphonema sp. 1 PIRLA,Gomphonema sp. 1 PIRLA,no,,,
Gomphonema sp. 1 VTEC Lakes,Gomphonema sp. 1 VTEC Lakes,no,,,
Gomphonema sp. 10 NE Lakes,Gomphonema sp. 10 NE Lakes,no,,,
Gomphonema sp. 12 NE Lakes,Gomphonema sp. 12 NE Lakes,no,,,
Gomphonema sp. 13 NE Lakes,Gomphonema sp. 13 NE Lakes,no,,,
Gomphonema sp. 14 NE Lakes,Gomphonema sp. 14 NE Lakes,no,,,
Gomphonema sp. 15 NE Lakes,Gomphonema sp. 15 NE Lakes,no,,,
Gomphonema sp. 15 SAVANNAH EAM,Gomphonema sp. 15 SAVANNAH EAM,no,,,
Gomphonema sp. 16 NE Lakes,Gomphonema sp. 16 NE Lakes,no,,,
Gomphonema sp. 18 NAWQA MP,Gomphonema sp. 18 NAWQA MP,no,,,
Gomphonema sp. 18 NE Lakes,Gomphonema sp. 18 NE Lakes,no,,,
Gomphonema sp. 19 NE Lakes,Gomphonema sp. 19 NE Lakes,no,,,
Gomphonema sp. 2 NE Lakes,Gomphonema sp. 2 NE Lakes,no,,,
Gomphonema sp. 2 PIRLA,Gomphonema sp. 2 PIRLA,no,,,
Gomphonema sp. 2 VTEC Lakes,Gomphonema sp. 2 VTEC Lakes,no,,,
Gomphonema sp. 20 NE Lakes,Gomphonema sp. 20 NE Lakes,no,,,
Gomphonema sp. 21 NE Lakes,Gomphonema sp. 21 NE Lakes,no,,,
Gomphonema sp. 22 NE Lakes,Gomphonema sp. 22 NE Lakes,no,,,
Gomphonema sp. 23 NE Lakes,Gomphonema sp. 23 NE Lakes,no,,,
Gomphonema sp. 24 NE Lakes,Gomphonema sp. 24 NE Lakes,no,,,
Gomphonema sp. 26 NAWQA EAM,Gomphonema sp. 26 NAWQA EAM,no,,,
Gomphonema sp. 26 NE Lakes,Gomphonema sp. 26 NE Lakes,no,,,
Gomphonema sp. 27 NE Lakes,Gomphonema sp. 27 NE Lakes,no,,,
Gomphonema sp. 3 NE Lakes,Gomphonema sp. 3 NE Lakes,no,,,
Gomphonema sp. 3 PIRLA,Gomphonema sp. 3 PIRLA,no,,,
Gomphonema sp. 39 NAWQA,Gomphonema sp. 39 NAWQA,no,,,
Gomphonema sp. 4 PIRLA,Gomphonema sp. 4 PIRLA,no,,,
Gomphonema sp. 42 SESQA,Gomphonema sp. 42 SESQA,no,,,
Gomphonema sp. 6 NE Lakes,Gomphonema sp. 6 NE Lakes,no,,,
Gomphonema sp. 7 NE Lakes,Gomphonema sp. 7 NE Lakes,no,,,
Gomphonema sp. 8 NE Lakes,Gomphonema sp. 8 NE Lakes,no,,,
Gomphonema sp. 9 NE Lakes,Gomphonema sp. 9 NE Lakes,no,,,
Gomphonema sphaerophorum,Gomphonema sphaerophorum,no,,,
Gomphonema subclavatum,Gomphonema subclavatum,no,,,
Gomphonema subclavatum var. commutatum,Gomphonema subclavatum var. commutatum,no,,,
Gomphonema subtile,Gomphonema subtile,no,,,
Gomphonema subtile var. sagitta,Gomphonema subtile var. sagitta,no,,,
Gomphonema tergestinum,Gomphonema tergestinum,no,,,
Gomphonema truncatum Ehrenberg,Gomphonema truncatum,yes,,,
Gomphonema truncatum,Gomphonema truncatum,no,,,
Gomphonema truncatum var. elongata,Gomphonema truncatum var. elongata,no,,,
Gomphonema turgidum Ehrenberg,Gomphonema turgidum,yes,,,
Gomphonema turgidum,Gomphonema turgidum,no,,,
Gomphonema truncatum var. turgidum,Gomphonema turgidum,yes,,,
Gomphonema turris,Gomphonema turris,no,,,
Gomphonema variostriatum Camburn et Charles,Gomphonema variostriatum,yes,,,
Gomphonema variostriatum,Gomphonema variostriatum,no,,,
Gomphonema vibrioides,Gomphonema vibrioides,no,,,
Gomphosphenia,Gomphosphenia,no,,,
Gomphosphenia grovei (M. Schmidt) Lange-Bertalot,Gomphosphenia grovei,yes,,,
Gomphosphenia grovei,Gomphosphenia grovei,no,,,
Gomphosphenia holmquistii,Gomphosphenia holmquistii,no,,,
Gomphosphenia lingulatiformis,Gomphosphenia lingulatiformis,no,,,
Gomphosphenia stoermeri,Gomphosphenia stoermeri,no,,,
Gomphosphenia tackei,Gomphosphenia tackei,no,,,
Gomphosphenia tackei var. brevistriatum,Gomphosphenia tackei var. brevistriatum,no,,,
Gomphonema tackei var. brevistriatum,Gomphosphenia tackei var. brevistriatum,yes,,,
Grunowia sinuata,Grunowia sinuata,no,,,
Grunowia solgensis,Grunowia solgensis,no,,,
Nitzschia sinuata var. tabellaria,Grunowia tabellaria,yes,,,
Grunowia tabellaria,Grunowia tabellaria,no,,,
Gyrosigma spp.,Gyrosigma,yes,,,
Gyrosigma sp. 1 ?,Gyrosigma,yes,,,
Gyrosigma,Gyrosigma,no,,,
Gyrosigma spenceri,Gyrosigma acuminatum,yes,,,
Gyrosigma cf. acuminatum,Gyrosigma acuminatum,yes,,,
Gyrosigma acuminatum (Kützing) Rabenhorst,Gyrosigma acuminatum,yes,,,
Gyrosigma acuminatum,Gyrosigma acuminatum,no,,,
Gyrosigma attenuatum (Kützing) Rabenhorst,Gyrosigma attenuatum,yes,,,
Gyrosigma attenuatum,Gyrosigma attenuatum,no,,,
Gyrosigma obscurum (Smith) Griffith et Henfrey,Gyrosigma obscurum,yes,,,
Gyrosigma obscurum,Gyrosigma obscurum,no,,,
Gyrosigma obtusatum,Gyrosigma obtusatum,no,,,
Gyrosigma scalproides,Gyrosigma scalproides,no,,,
Gyrosigma sciotoense,Gyrosigma sciotoense,no,,,
Gyrosigma spencerii var. curvula,Gyrosigma spencerii var. curvula,no,,,
Gyrosigma wormleyi,Gyrosigma wormleyi,no,,,
Halamphora coffeaeformis,Halamphora coffeaeformis,no,,,
Amphora coffeaeformis,Halamphora coffeaeformis,yes,,,
Halamphora holsatica,Halamphora holsatica,no,,,
Amphora holsatica,Halamphora holsatica,yes,,,
Halamphora montana,Halamphora montana,no,,,
Amphora perpusilla,Halamphora perpusilla,yes,,,
Halamphora thumensis (A. Mayer) Levkov,Halamphora thumensis,yes,,,
Halamphora thumensis,Halamphora thumensis,no,,,
Amphora thumensis,Halamphora thumensis,yes,,,
Halamphora tumida,Halamphora tumida,no,,,
Halamphora veneta (Kützing) Levkov,Halamphora veneta,yes,,,
Halamphora veneta,Halamphora veneta,no,,,
Hannaea arcus (Ehrenberg) Patrick,Hannaea arcus,yes,,,
Hannaea arcus,Hannaea arcus,no,,,
Hantzschia sp. 1?,Hantzschia,yes,,,
Hantzschia,Hantzschia,no,,,
Hantzschia abundans,Hantzschia abundans,no,,,
Hantzschia amphioxys,Hantzschia amphioxys,no,,,
Hantzschia amphioxys var. vivax,Hantzschia amphioxys var. vivax,no,,,
Hantzschia distinctepunctata,Hantzschia distinctepunctata,no,,,
Hantzschia sp. 2 NE Lakes,Hantzschia sp. 2 NE Lakes,no,,,
Hantzschia spectabilis,Hantzschia spectabilis,no,,,
Haslea spicula,Haslea spicula,no,,,
Hippodonta,Hippodonta,no,,,
"Hippodonta capitata (Ehrenberg) Lange-Bertalot, Metzeltin et Witkowski",Hippodonta capitata,yes,,,
Hippodonta capitata,Hippodonta capitata,no,,,
Hippodonta capitata subsp. iberoamericana,Hippodonta capitata subsp. iberoamericana,no,,,
Hippodonta capitata ssp. iberoamericana,Hippodonta capitata subsp. iberoamericana,yes,,,
Hippodonta costulata,Hippodonta costulata,no,,,
Navicula hungarica,Hippodonta hungarica,yes,,,
"Hippodonta hungarica (Grunow) Lange-Bertalot, Metzeltin et Witkowski",Hippodonta hungarica,yes,,,
Hippodonta hungarica,Hippodonta hungarica,no,,,
Hippodonta lueneburgensis,Hippodonta lueneburgensis,no,,,
Hippodonta pseudacceptata (Kobayasi) Lange-Bertalot,Hippodonta pseudacceptata,yes,,,
Hippodonta pseudacceptata,Hippodonta pseudacceptata,no,,,
Humidophila brekkaensis,Humidophila brekkaensis,no,,,
Navicula contenta,Humidophila contenta,yes,,,
"Humidophila contenta (Grunow) Lowe, Kociolek, Johansen, Van de Vijver, Lange-Bertalot et Kopalová",Humidophila contenta,yes,,,
Humidophila contenta,Humidophila contenta,no,,,
Diadesmis contenta,Humidophila contenta,yes,,,
Humidophila gallica,Humidophila gallica,no,,,
Navicula perpusilla,Humidophila perpusilla,yes,,,
Navicula gallica var. perpusilla,Humidophila perpusilla,yes,,,
Humidophila perpusilla,Humidophila perpusilla,no,,,
Diadesmis perpusilla,Humidophila perpusilla,yes,,,
Navicula schmassmannii,Humidophila schmassmannii,yes,,,
Humidophila schmassmannii,Humidophila schmassmannii,no,,,
Humidophila schmassmanni (Hust.) Buczkó and Wojtal,Humidophila schmassmannii,yes,,,
Humidophila schmassmanni,Humidophila schmassmannii,yes,,,
Hygropetra balfouriana,Hygropetra balfouriana,no,,,
Hygropetra elongata,Hygropetra elongata,no,,,
Surirella bifrons Ehrenberg,Iconella bifrons,yes,,,
Iconella bifrons,Iconella bifrons,no,,,
Surirella biseriata,Iconella biseriata,yes,,,
Iconella biseriata,Iconella biseriata,no,,,
Surirella capronii,Iconella capronii,yes,,,
Iconella capronii,Iconella capronii,no,,,
Stenopterobia curvula,Iconella curvula,yes,,,
Iconella curvula (W.Smith) Ruck & Nakov,Iconella curvula,yes,,,
Iconella curvula,Iconella curvula,no,,,
Surirella delicatissima,Iconella delicatissima,yes,,,
Stenopterobia delicatissima,Iconella delicatissima,yes,,,
Stenopterobia cf. delicatissima,Iconella delicatissima,yes,,,
Iconella delicatissima,Iconella delicatissima,no,,,
Iconella gradifera,Iconella gradifera,no,,,
Iconella guatimalensis,Iconella guatimalensis,no,,,
Surirella linearis,Iconella linearis,yes,,,
Iconella linearis,Iconella linearis,no,,,
Surirella splendida,Iconella splendida,yes,,,
Iconella splendida,Iconella splendida,no,,,
Surirella tenera Gregory,Iconella tenera,yes,,,
Surirella tenera,Iconella tenera,yes,,,
Iconella tenera,Iconella tenera,no,,,
Karayevia,Karayevia,no,,,
Karayevia amoena,Karayevia amoena,no,,,
Karayevia carissima,Karayevia carissima,no,,,
Karayevia clevei (Grunow) Bukhtiyarova,Karayevia clevei,yes,,,
Karayevia clevei,Karayevia clevei,no,,,
Achnanthes clevei,Karayevia clevei,yes,,,
Karayevia clevei var. rostrata,Karayevia clevei var. rostrata,no,,,
Karayevia laterostrata (Hustedt) Bukhtiyarova,Karayevia laterostrata,yes,,,
Karayevia laterostrata,Karayevia laterostrata,no,,,
Achnanthes laterostrata,Karayevia laterostrata,yes,,,
Karayevia nitidiformis (Lange-Bertalot) Bukhtiyarova,Karayevia nitidiformis,yes,,,
Karayevia nitidiformis,Karayevia nitidiformis,no,,,
Karayevia ploenensis,Karayevia ploenensis,no,,,
Karayevia ploenensis var. gessneri,Karayevia ploenensis var. gessneri,no,,,
Karayevia rostrata,Karayevia rostrata,no,,,
Achnanthes clevei var. rostrata,Karayevia rostrata,yes,,,
Karayevia sp. 1 VTEC Lakes,Karayevia sp. 1 VTEC Lakes,no,,,
Karayevia submarina,Karayevia submarina,no,,,
Karayevia suchlandtii (Hustedt) Bukhtiyarova,Karayevia suchlandtii,yes,,,
Karayevia suchlandtii,Karayevia suchlandtii,no,,,
Achnanthes suchlandtii,Karayevia suchlandtii,yes,,,
Kobayasiella,Kobayasiella,no,,,
Kobayasiella jaagii,Kobayasiella jaagii,no,,,
Navicula mandumensis,Kobayasiella madumensis,yes,,,
Kobayasiella madumensis,Kobayasiella madumensis,no,,,
Kobayasiella micropunctata,Kobayasiella micropunctata,no,,,
Navicula okadae,Kobayasiella okadae,yes,,,
Kobayasiella okadae,Kobayasiella okadae,no,,,
Navicula parasubtilissima,Kobayasiella parasubtilissima,yes,,,
Kobayasiella parasubtilissima,Kobayasiella parasubtilissima,no,,,
Kobayasiella pseudosubtilissima,Kobayasiella pseudosubtilissima,no,,,
Navicula subtilissima,Kobayasiella subtilissima,yes,,,
Navicula pseudosubtilissima,Kobayasiella pseudosubtilissima,yes,,,
Kobayasiella subtilissima,Kobayasiella subtilissima,no,,,
Kobayasiella venezuelensis,Kobayasiella venezuelensis,no,,,
Krasskella kriegeriana,Krasskella kriegeriana,no,,,
Krasskella kriegerana,Krasskella kriegeriana,yes,,,
Kurtkrammeria aequalis,Kurtkrammeria aequalis,no,,,
Cymbella cf. aequalis,Kurtkrammeria aequalis,yes,,,
Cymbella aequalis,Kurtkrammeria aequalis,yes,,,
Kurtkrammeria neoamphioxys,Kurtkrammeria neoamphioxys,no,,,
Cymbella amphioxys,Kurtkrammeria neoamphioxys,yes,,,
Kurtkrammeria recta,Kurtkrammeria recta,no,,,
Kurkrammeria treinishii,Kurtkrammeria treinishii,yes,,,
Kurkrammeria treinishii,Kurtkrammeria treinishii,no,,,
Lacustriella lacustris,Lacustriella lacustris,no,,,
Lemnicola hungarica,Lemnicola hungarica,no,,,
Achnanthes hungarica,Lemnicola hungarica,yes,,,
Lindavia sp. 3 ?,Lindavia,yes,,,
Lindavia sp. 2 ?,Lindavia,yes,,,
Lindavia sp. 1 ?,Lindavia,yes,,,
Lindavia,Lindavia,no,,,
Lindavia bodanica,Lindavia bodanica,no,,,
Cyclotella bodanica,Lindavia bodanica,yes,,,
Lindavia bodanica/intermedia,Lindavia bodanica/L. intermedia,yes,yes,,
Cyclotella bodanica var. lemanica,Lindavia bodanica/L. intermedia,yes,yes,,combined with L. intermedia. Only an issue with older data
Cyclotella bodanica f. lemanica,Lindavia bodanica/L. intermedia,yes,yes,,combined with L. intermedia. Only an issue with older data
Lindavia comensis (Grunow) T.Nakov et al,Lindavia comensis,yes,,,
Lindavia comensis,Lindavia comensis,no,,,
Cyclotella comensis,Lindavia comensis,yes,,,
Lindavia comta,Lindavia comta,no,,,
Cyclotella comta,Lindavia comta,yes,,,
"Lindavia intermedia (Manguin ex Kociolek & Reviers) Nakov, Guillory, Julius, Theriot & Alverson ex W.C.Daniels, Novis & Edlund",Lindavia intermedia,yes,,,
Lindavia intermedia,Lindavia intermedia,no,,,
Lindavia krammeri,Lindavia krammeri,no,,,
Lindavia kuetzingiana,Lindavia kuetzingiana,no,,,
Cyclotella kuetzingiana f. planetophora,Lindavia kuetzingiana,yes,,yes,This genus is usually found in brackish water and could be confused with C. distinguenda which is more likely to be the correct taxa.
Cyclotella kuetzingiana,Lindavia kuetzingiana,yes,,yes,This genus is usually found in brackish water and could be confused with C. distinguenda which is more likely to be the correct taxa.
Lindavia kuetzingiana var. radiosa,Lindavia kuetzingiana var. radiosa,no,,,
Cyclotella kuetzingiana var. radiosa,Lindavia kuetzingiana var. radiosa,yes,,yes,This genus is usually found in brackish water and could be confused with C. distinguenda which is more likely to be the correct taxa.
"Lindavia michiganiana (Skvortzov) Nakov, Guillory, M.L.Julius, E.C.Ther. and A.J.Alverson",Lindavia michiganiana,yes,,,
Lindavia michiganiana,Lindavia michiganiana,no,,,
Cyclotella michiganiana,Lindavia michiganiana,yes,,,
Lindavia ocellata (Pantocsek) T.Nakov et al.,Lindavia ocellata,yes,,,
Lindavia ocellata,Lindavia ocellata,no,,,
Cyclotella ocellata,Lindavia ocellata,yes,,,
Lindavia praetermissa,Lindavia praetermissa,no,,,
Lindavia radiosa,Lindavia radiosa,no,,,
Lindavia rossii (Håkansson) T. Nakov et al.,Lindavia rossii,yes,,,
Lindavia rossii,Lindavia rossii,no,,,
Cyclotella rossii,Lindavia rossii,yes,,,
Lindavia sp. 502 NE Lakes,Lindavia sp. 502 NE Lakes,no,,,
Lindavia tripartita,Lindavia tripartita,no,,,
Cyclotella tripartita,Lindavia tripartita,yes,,,
Luticola,Luticola,no,,,
Luticola acidoclinata,Luticola acidoclinata,no,,,
Luticola cohnii,Luticola cohnii,no,,,
Luticola goeppertiana,Luticola goeppertiana,no,,,
Luticola grupcei,Luticola grupcei,no,,,
Luticola hlubikovae,Luticola hlubikovae,no,,,
Navicula mutica,Luticola mutica,yes,,,
Luticola mutica (Kützing) Mann,Luticola mutica,yes,,,
Luticola mutica,Luticola mutica,no,,,
Luticola muticoides,Luticola muticoides,no,,,
Luticola nivalis,Luticola nivalis,no,,,
Luticola paramutica,Luticola paramutica,no,,,
Luticola saxophila,Luticola saxophila,no,,,
Luticola ventricosa,Luticola ventricosa,no,,,
Mastogloia spp.,Mastogloia,yes,,,
Mastogloia,Mastogloia,no,,,
