"","Taxon","NonTarget","Habit","Hemoglobin","Air","TolVal2","TolVal","FSBI_2012","BSTI_WA.optima","BCG_attr","FFG","Life_Cycle","Habitat","Noteworthy","LONGLIVED","Thermal_indicator","ThermalPref_ALL","ThermTol_Less30","MTTI_WA.optima","MWMT_WAopt","MWMT_PCT90","Therm_TopIndicator","ThermVar","TSN","Kingdom","Phylum","SubPhylum","Class","SubClass","Order","SubOrder","SuperFamily","Family","SubFamily","Tribe","GenusGroup","Genus","SubGenus","SpeciesGroup","SpeciesSubGroup","SpeciesComplex","Species","Taxon_Group"
"551","Neochoroterpes",FALSE,"CN","","F",11,4,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",568558,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Leptophlebiidae","","","","Neochoroterpes","","","","","","Ephemeroptera"
"552","Neohermes",FALSE,"CN","","",NA,NA,NA,2,"","","","",NA,FALSE,"","","",16.7,NA,NA,"","",115048,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Megaloptera","","","Corydalidae","Chauliodinae","","","Neohermes","","","","","","Megaloptera"
"553","Neoleptophlebia/Paraleptophlebia",FALSE,"SW","","F",1,1,NA,15.3,"3","CG","uni","DEPO",NA,FALSE,"eurythermal","Eurythermal","",17.6,17.61014583,22.096,"Eurythermal","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","","Leptophlebiidae","","","","Neoleptophlebia/Paraleptophlebia","","","","","","Ephemeroptera"
"554","Neophylax",FALSE,"CN","","F",2,3,10,NA,"3","SC","uni","RHEO",NA,FALSE,"","Cool","",NA,16.45616476,20.967,"","yes",116046,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Thremmatidae","","","","Neophylax","","","","","","Trichoptera"
"555","Neophylax occidentis",FALSE,"CN","","F",11,3,NA,NA,"2","SC","uni","RHEO",NA,FALSE,"","","Less30",NA,NA,NA,"","",116065,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Thremmatidae","","","","Neophylax","","","","","occidentis","Trichoptera"
"556","Neophylax rickeri",FALSE,"CN","","F",11,3,NA,8,"3","SC","uni","RHEO",NA,FALSE,"cowa","Cool-Warm","",19.2,19.15799487,22.11,"","",116054,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Thremmatidae","","","","Neophylax","","","","","rickeri","Trichoptera"
"557","Neophylax splendens",FALSE,"CN","","F",11,3,NA,7.6,"3","SC","uni","RHEO",NA,FALSE,"cool","Cool","",17.1,17.05364978,20.448,"","",116063,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Thremmatidae","","","","Neophylax","","","","","splendens","Trichoptera"
"558","Neoplasta",FALSE,"BU","","F",4,5,NA,27.4,"4","PR","uni","RHEO",NA,FALSE,"cool","Cool","",18,17.84572491,21.388,"","",136352,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Empididae","Hemerodromiinae","Hemerodromiini","","Neoplasta","","","","","","Diptera"
"559","Neoporus",FALSE,"SW","","T",11,5,NA,13.3,NA,"PR","uni","GENE",NA,FALSE,"","","Less30",18.9,NA,NA,"","",728252,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Adephaga","","Dytiscidae","Hydroporinae","Hydroporini","","Neoporus","","","","","","Coleoptera"
"560","Neothremma",FALSE,"CN","U","F",1,1,10,9.4,"2","SC","semi","RHEO",NA,TRUE,"stenoc","Cold Stenotherm","",12.9,12.86626507,17.814,"Cold Stenotherm","",116388,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Uenoidae","Uenoinae","","","Neothremma","","","","","","Trichoptera"
"561","Neotrichia",FALSE,"CN","","F",2,2,NA,NA,"3","SC","multi","RHEO",NA,FALSE,"","","Less30",NA,NA,NA,"","",115833,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Hydroptiloidea","Hydroptilidae","Hydroptilinae","Neotrichiini","","Neotrichia","","","","","","Trichoptera"
"562","Nerophilus",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Leptoceroidea","Odontoceridae","Odontocerinae","","","Nerophilus","","","","","","Trichoptera"
"563","Neumania",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",83103,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Unionicolidae","","","","Neumania","","","","","","Other Non-Insect"
"564","Neureclipsis",FALSE,"CN","","F",11,7,NA,NA,"3","PR","uni","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",117095,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Annulipalpia","Hydropsychoidea","Polycentropodidae","Polycentropodinae","","","Neureclipsis","","","","","","Trichoptera"
"565","Neuroptera",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",114999,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neuroptera","","","","","","","","","","","","","Neuroptera"
"566","Nilotanypus",FALSE,"SP","U","F",11,6,NA,15.3,"4","PR","multi","RHEO",NA,FALSE,"warm","Warm","",21.6,20.97984118,24.89,"","",128202,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Tanypodinae","Pentaneurini","","Nilotanypus","","","","","","Chironomidae"
"567","Nilothauma",FALSE,"UN","T","F",11,6,NA,NA,NA,"CG","multi","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",129548,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Chironomini","","Nilothauma","","","","","","Chironomidae"
"568","Nootkadrilus",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",974543,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Phallodrilinae","","","Nootkadrilus","","","","","","Oligochaeta"
"569","Noteridae",FALSE,"SW","","T",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","",NA,NA,NA,"","",112606,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Adephaga","","Noteridae","","","","","","","","","","Coleoptera"
"570","Nyctiophylax",FALSE,"CN","","F",11,7,NA,NA,"3","PR","uni","GENE",NA,FALSE,"","","",NA,NA,NA,"","",117104,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Annulipalpia","Hydropsychoidea","Polycentropodidae","Polycentropodinae","","","Nyctiophylax","","","","","","Trichoptera"
"571","Ochrotrichia",FALSE,"CN","","F",3,4,NA,12.2,"2","PH","multi","RHEO",TRUE,FALSE,"warm","Warm","",19.8,19.9755104,27.28,"","",115714,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Hydroptiloidea","Hydroptilidae","Hydroptilinae","Ochrotrichiini","","Ochrotrichia","","","","","","Trichoptera"
"572","Octogomphus",FALSE,"NEEDS_REVIEW","","",NA,NA,NA,7.8,"","","","",NA,TRUE,"cowa","Cool-Warm","",19.2,19.04129032,21.833,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Anisoptera","","Gomphidae","","","","Octogomphus","","","","","","Odonata"
"573","Octogomphus specularis",FALSE,"BU","","F",11,3,NA,7.8,"","","","",NA,TRUE,"cowa","Cool-Warm","",19.2,19.04129032,21.833,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Anisoptera","","Gomphidae","","","","Octogomphus","","","","","specularis","Odonata"
"574","Ocybrachypoda",FALSE,"UN","F","F",11,NA,NA,NA,"","PR","","",NA,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Aturidae","","","","Ocybrachypoda","","","","","","Other Non-Insect"
"575","Odonata",FALSE,"UN","","F",11,NA,NA,NA,"","","","",NA,FALSE,"","Warm","",NA,21.64680307,25.541,"","yes",101593,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","","","","","","","","","","","","","Odonata"
"576","Odontoceridae",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",116496,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Leptoceroidea","Odontoceridae","","","","","","","","","","Trichoptera"
"577","Odontomesa",FALSE,"SP","","F",5,4,NA,50.6,"4","CG","multi","RHEO",NA,FALSE,"cowa","Cool-Warm","",20.1,20.22685321,22.398,"","",128446,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Prodiamesinae","","","Odontomesa","","","","","","Chironomidae"
"578","Odontomyia",FALSE,"SP","","T",11,7,NA,NA,"","","","",NA,FALSE,"","","Less30",21.8,NA,NA,"","",130573,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Stratiomyidae","Stratiomyinae","Stratiomyini","","Odontomyia","","","","","","Diptera"
"579","Oecetis",FALSE,"CN","","F",3,8,NA,NA,"4","PR","uni","GENE",NA,FALSE,"stenow","Warm Stenotherm","",25.7,25.79974716,28.415,"","",116607,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Leptoceroidea","Leptoceridae","Leptocerinae","Oecetini","","Oecetis","","","","","","Trichoptera"
"580","Oligochaeta",FALSE,"UN","U","F",11,10,NA,NA,"4","CG","uni","GENE",NA,FALSE,"","Eurythermal","",NA,17.8478085,22.79,"","yes",68422,"Animalia","Annelida","","Clitellata","Oligochaeta","","","","","","","","","","","","","","Oligochaeta"
"581","Oligophlebodes",FALSE,"CN","","F",1,3,20,3.2,"2","SC","uni","RHEO",TRUE,FALSE,"cold","Cold","",14.2,14.31321176,18.361,"","",116039,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Thremmatidae","","","","Oligophlebodes","","","","","","Trichoptera"
"582","Onocosmoecus",FALSE,"UN","","F",2,3,NA,26.2,"","","","",NA,FALSE,"cowa","Cool-Warm","",19.8,19.66937416,23.229,"","",116315,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Limnephilidae","Dicosmoecinae","","","Onocosmoecus","","","","","","Trichoptera"
"583","Onocosmoecus unicolor",FALSE,"UN","","F",11,2,NA,26.2,"","","","",NA,FALSE,"cowa","Cool-Warm","",19.8,19.66937416,23.229,"","",116315,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Integripalpia","Limnephiloidea","Limnephilidae","Dicosmoecinae","","","Onocosmoecus","","","","","unicolor","Trichoptera"
"584","Ophidonais",FALSE,"UN","","F",11,8,NA,33.2,"","","","",NA,FALSE,"","","Less30",21.2,NA,NA,"","",68995,"Animalia","Annelida","","Clitellata","Oligochaeta","Tubificida","","","Naididae","Naidinae","","","Ophidonais","","","","","","Oligochaeta"
"585","Ophiogomphus",FALSE,"BU","","F",4,5,NA,21.5,"3","PR","semi","DEPO",NA,FALSE,"stenow","Warm Stenotherm","",25.1,25.26708362,27.904,"","",101738,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Anisoptera","","Gomphidae","","","","Ophiogomphus","","","","","","Odonata"
"586","Optioservus",FALSE,"CN","F","F",5,5,NA,18.5,"4","SC","semi","RHEO",NA,TRUE,"warm","Warm","",21,20.9290148,23.82,"Warm","",114177,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Elmidae","Elminae","Elmini","","Optioservus","","","","","","Coleoptera"
"587","Orconectes",FALSE,"UN","","F",11,6,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",97421,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Decapoda","Pleocyemata","","Cambaridae","Cambarinae","","","Orconectes","","","","","","Other Non-Insect"
"588","Ordobrevia nubifera",FALSE,"CN","","F",11,4,10,2.2,"3","CG","semi","RHEO",TRUE,FALSE,"warm","Warm","",20.4,20.29537524,25.34,"","",114235,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Polyphaga","","Elmidae","Elminae","Elmini","","Ordobrevia","","","","","nubifera","Coleoptera"
"589","Oregonacarus",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Anisitsiellidae","","","","Oregonacarus","","","","","","Other Non-Insect"
"590","Oreodytes",FALSE,"SW","","T",7,5,NA,13.3,NA,"PR","uni","RHEO",NA,FALSE,"cool","Cool","",18.9,18.76029366,21.819,"","",112314,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Adephaga","","Dytiscidae","Hydroporinae","Hydroporini","","Oreodytes","","","","","","Coleoptera"
"591","Oreogeton",FALSE,"BU","","F",7,4,10,6.5,"2","PR","semi","RHEO",TRUE,TRUE,"stenoc","Cold Stenotherm","",13.2,12.97260499,17.674,"","",136377,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Empididae","Oreogetoninae","","","Oreogeton","","","","","","Diptera"
"592","Oreoleptis torrenticola",FALSE,"UN","","",NA,NA,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Oreoleptidae","","","","Oreoleptis","","","","","torrenticola","Diptera"
"593","Oribatida",FALSE,"UN","","",NA,NA,NA,17.8,"4","PR","multi","UNKN",NA,FALSE,"","Cool","",17.1,16.82437888,20.42,"","yes",733326,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Sarcoptiformes","Oribatida","","","","","","","","","","","","Other Non-Insect"
"594","Ormosia",FALSE,"BU","","T",2,6,NA,NA,"4","CG","uni","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",120830,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Limoniidae","Chioneinae","","","Ormosia","","","","","","Diptera"
"595","Orohermes",FALSE,"UN","","",NA,0,NA,2,"","","","",NA,TRUE,"cool","Cool","",16.7,16.88394138,19.188,"","",115044,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Megaloptera","","","Corydalidae","Chauliodinae","","","Orohermes","","","","","","Megaloptera"
"596","Orohermes crepusculus",FALSE,"UN","","F",11,0,NA,2,"","","","",NA,TRUE,"cool","Cool","",16.7,16.88394138,19.188,"","",115044,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Megaloptera","","","Corydalidae","Chauliodinae","","","Orohermes","","","","","crepusculus","Megaloptera"
"597","Oroperla barbara",FALSE,"CN","","F",3,2,NA,NA,"3","PR","uni","RHEO",TRUE,FALSE,"","","",NA,NA,NA,"","",103181,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Perlodidae","Perlodinae","Arcynopterygini","","Oroperla","","","","","barbara","Plecoptera"
"598","Oropuella",FALSE,"SP","U","F",11,3,NA,10,"3","","","",NA,FALSE,"stenoc","Cold Stenotherm","",13.9,13.50485209,17.485,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Oropuella","","","","","","Chironomidae"
"599","Orthocladiinae",FALSE,"SP","U","F",11,6,NA,NA,"4","CG","multi","GENE",NA,FALSE,"","Eurythermal","",NA,17.69249126,22.549,"","yes",128457,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","","","","","","","Chironomidae"
"600","Orthocladius",FALSE,"SP","","F",5,6,NA,13.4,"4","CG","multi","GENE",NA,FALSE,"eurythermal","Eurythermal","",17,17.06236212,22.55,"","",128874,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Orthocladius","","","","","","Chironomidae"
"601","Orthocladius (Euorthocladius)",FALSE,"SP","","",5,6,NA,13.4,NA,"CG","multi","RHEO",NA,FALSE,"","","Less30",17,NA,NA,"","",568520,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Orthocladius","Euorthocladius","","","","","Chironomidae"
"602","Orthocladius (Mesorthocladius)",FALSE,"SP","F","F",11,NA,NA,13.4,"","","","",NA,FALSE,"","","Less30",17,NA,NA,"","",NA,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Orthocladius","Mesorthocladius","","","","","Chironomidae"
"603","Orthocladius (Orthocladius)",FALSE,"SP","","F",11,6,NA,13.4,"","","","",NA,FALSE,"","","Less30",17,NA,NA,"","",128874,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Orthocladius","","","","","","Chironomidae"
"604","Orthocladius (Symposiocladius)",FALSE,"UN","","F",11,6,NA,13.4,"3","UNKN","multi","SPEC",NA,FALSE,"cold","Cold","",17,16.77290475,19.44,"","",568523,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Orthocladius","Symposiocladius","","","","","Chironomidae"
"605","Orthocladius complex",FALSE,"SP","","F",9,7,NA,13.5,"4","CG","multi","GENE",NA,FALSE,"warm","Warm","",21,20.84978088,25.574,"","",128874,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Orthocladius complex","","","","","","Chironomidae"
"606","Orthotrichia",FALSE,"CN","F","F",11,6,NA,NA,"","","","",NA,FALSE,"","","",NA,NA,NA,"","",115828,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Hydroptiloidea","Hydroptilidae","Hydroptilinae","Orthotrichiini","","Orthotrichia","","","","","","Trichoptera"
"607","Osobenus yakimae",FALSE,"CN","","F",11,2,NA,NA,"1i","PR","uni","RHEO",TRUE,FALSE,"","","",NA,NA,NA,"","",103184,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Systellognatha","","Perlodidae","Perlodinae","Diploperlini","","Osobenus","","","","","yakimae","Plecoptera"
"608","Ostracoda",FALSE,"UN","","F",11,8,NA,38.5,"4","CG","multi","GENE",NA,FALSE,"eurythermal","Eurythermal","",17.1,17.36454527,23.114,"","",84195,"Animalia","Arthropoda","Crustacea","Ostracoda","","","","","","","","","","","","","","","Other Non-Insect"
"609","Ostrocerca",FALSE,"CN","","",1,1,NA,NA,"","SH","uni","RHEO",NA,FALSE,"","","",NA,NA,NA,"","",102622,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Euholognatha","","Nemouridae","Nemourinae","","","Ostrocerca","","","","","","Plecoptera"
"610","Oxidae",FALSE,"UN","","",11,5,NA,NA,"","PR","","",NA,FALSE,"cool","Cool","",NA,17.15129821,21.181,"","",83239,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Oxidae","","","","","","","","","","Other Non-Insect"
"611","Oxus",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"cool","Cool","",17.1,17.07003671,20.55,"","",83244,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Oxidae","","","","Oxus","","","","","","Other Non-Insect"
"612","Oxycera",FALSE,"UN","F","F",11,7,NA,NA,"","","","",NA,FALSE,"","","",21.8,NA,NA,"","",130461,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Brachycera","","Stratiomyidae","Stratiomyinae","Oxycerini","","Oxycera","","","","","","Diptera"
"613","Oxyethira",FALSE,"UN","","F",2,3,NA,NA,"4","PH","multi","GENE",NA,FALSE,"warm","Warm","",19.8,19.63367138,24.068,"","",115779,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Hydroptiloidea","Hydroptilidae","Hydroptilinae","Hydroptilini","","Oxyethira","","","","","","Trichoptera"
"614","Pacifastacus",FALSE,"UN","","F",3,6,NA,19.5,"4","OM","semi","GENE",NA,TRUE,"warm","Warm","",20.2,19.88220909,23.735,"","",97325,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Decapoda","Pleocyemata","","Astacidae","","","","Pacifastacus","","","","","","Other Non-Insect"
"615","Pagastia",FALSE,"SP","","F",9,1,NA,19.5,"3","CG","multi","GENE",NA,FALSE,"eurythermal","Eurythermal","",16.4,16.38323369,22.05,"","",128401,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Diamesinae","Diamesini","","Pagastia","","","","","","Chironomidae"
"616","Pagastiella",FALSE,"UN","T","F",11,6,NA,NA,NA,"CG","multi","GENE",NA,FALSE,"","","Less30",NA,NA,NA,"","",129561,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Chironominae","Chironomini","","Pagastiella","","","","","","Chironomidae"
"617","Palaeagapetus nearcticus",FALSE,"UN","","",NA,NA,NA,NA,"1i","MH","uni","SPEC",TRUE,FALSE,"cold","Cold","",16.2,16.1656186,19.67,"","",115849,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Spicipalpia","Hydroptiloidea","Hydroptilidae","Ptilocolepinae","","","Palaegapetus","","","","","nearcticus","Trichoptera"
"618","Panisopsis",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",895838,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Hydryphantidae","","","","Panisopsis","","","","","","Other Non-Insect"
"619","Panisus",FALSE,"UN","","",NA,NA,NA,NA,"","PR","","",NA,FALSE,"","","Less30",NA,NA,NA,"","",895807,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Prostigmata","","Hydryphantidae","","","","Panisus","","","","","","Other Non-Insect"
"620","Parachaetocladius",FALSE,"SP","","F",11,6,NA,NA,"3","CG","multi","RHEO",NA,FALSE,"cool","Cool","",15.8,15.03462407,21.22,"","",128951,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Nematocera","","Chironomidae","Orthocladiinae","","","Parachaetocladius","","","","","","Chironomidae"
